type;minutos;segudos;miliegundos;tempo;threads;entrada
user;11;14;228;674.228;2;10x5M
user;11;14;23;674.23;2;10x5M
user;11;14;237;674.237;2;10x5M
user;11;14;245;674.245;2;10x5M
user;11;14;257;674.257;2;10x5M
user;11;14;268;674.268;2;10x5M
user;11;14;269;674.269;2;10x5M
user;11;14;314;674.314;2;10x5M
user;11;14;349;674.349;2;10x5M
user;11;14;353;674.353;2;10x5M
user;11;14;592;674.592;2;10x5M
user;11;14;608;674.608;2;10x5M
user;11;14;618;674.618;2;10x5M
user;11;14;81;674.81;2;10x5M
user;11;15;174;675.174;2;10x5M
user;11;19;516;679.516;2;10x5M
sys;0;0;264;0.264;4;10x5M
sys;0;0;264;0.264;4;10x5M
sys;0;0;264;0.264;4;10x5M
sys;0;0;312;0.312;4;10x5M
sys;0;0;312;0.312;4;10x5M
sys;0;0;312;0.312;4;10x5M
sys;0;0;316;0.316;4;10x5M
sys;0;0;316;0.316;4;10x5M
sys;0;0;348;0.348;4;10x5M
sys;0;0;348;0.348;4;10x5M
sys;0;0;348;0.348;4;10x5M
sys;0;0;360;0.360;4;10x5M
sys;0;0;360;0.360;4;10x5M
sys;0;0;384;0.384;4;10x5M
sys;0;0;384;0.384;4;10x5M
sys;0;0;412;0.412;4;10x5M
sys;0;0;412;0.412;4;10x5M
sys;0;0;412;0.412;4;10x5M
sys;0;0;455;0.455;4;10x5M
sys;0;0;455;0.455;4;10x5M
user;20;0;981;1200.981;4;10x5M
user;20;0;981;1200.981;4;10x5M
user;20;1;56;1201.56;4;10x5M
user;20;1;56;1201.56;4;10x5M
user;20;1;671;1201.671;4;10x5M
user;20;1;671;1201.671;4;10x5M
user;20;2;183;1202.183;4;10x5M
user;20;2;183;1202.183;4;10x5M
user;20;2;675;1202.675;4;10x5M
user;20;2;675;1202.675;4;10x5M
user;20;2;675;1202.675;4;10x5M
user;20;3;789;1203.789;4;10x5M
user;20;3;789;1203.789;4;10x5M
user;20;3;789;1203.789;4;10x5M
user;20;4;429;1204.429;4;10x5M
user;20;4;429;1204.429;4;10x5M
user;20;4;429;1204.429;4;10x5M
user;20;48;381;1248.381;4;10x5M
user;20;48;381;1248.381;4;10x5M
user;20;48;381;1248.381;4;10x5M
real;5;43;227;343.227;4;10x5M
real;5;43;228;343.228;4;10x5M
real;5;43;222;343.222;4;10x5M
real;5;43;757;343.757;4;10x5M
real;5;43;752;343.752;4;10x5M
real;5;43;750;343.750;4;10x5M
real;5;44;140;344.140;4;10x5M
real;5;44;150;344.150;4;10x5M
real;5;44;151;344.151;4;10x5M
real;5;44;268;344.268;4;10x5M
real;5;44;250;344.250;4;10x5M
real;5;44;820;344.820;4;10x5M
real;5;44;825;344.825;4;10x5M
real;5;45;1;345.1;4;10x5M
real;5;45;1;345.1;4;10x5M
real;5;45;44;345.44;4;10x5M
real;5;45;44;345.44;4;10x5M
real;6;27;173;387.173;4;10x5M
real;6;27;170;387.170;4;10x5M
real;6;27;175;387.175;4;10x5M
sys;0;0;304;0.304;8;10x5M
sys;0;0;304;0.304;8;10x5M
sys;0;0;304;0.304;8;10x5M
sys;0;0;304;0.304;8;10x5M
sys;0;0;332;0.332;8;10x5M
sys;0;0;332;0.332;8;10x5M
sys;0;0;332;0.332;8;10x5M
sys;0;0;332;0.332;8;10x5M
sys;0;0;347;0.347;8;10x5M
sys;0;0;347;0.347;8;10x5M
sys;0;0;347;0.347;8;10x5M
sys;0;0;347;0.347;8;10x5M
sys;0;0;356;0.356;8;10x5M
sys;0;0;356;0.356;8;10x5M
sys;0;0;356;0.356;8;10x5M
sys;0;0;356;0.356;8;10x5M
sys;0;0;404;0.404;8;10x5M
sys;0;0;404;0.404;8;10x5M
sys;0;0;428;0.428;8;10x5M
sys;0;0;440;0.440;8;10x5M
user;19;51;981;1191.981;8;10x5M
user;19;51;981;1191.981;8;10x5M
user;19;51;981;1191.981;8;10x5M
user;19;51;981;1191.981;8;10x5M
user;19;53;248;1193.248;8;10x5M
user;19;53;335;1193.335;8;10x5M
user;19;53;335;1193.335;8;10x5M
user;19;53;335;1193.335;8;10x5M
user;19;53;335;1193.335;8;10x5M
user;19;53;570;1193.570;8;10x5M
user;19;53;570;1193.570;8;10x5M
user;19;53;570;1193.570;8;10x5M
user;19;53;570;1193.570;8;10x5M
user;19;53;895;1193.895;8;10x5M
user;19;53;895;1193.895;8;10x5M
user;19;53;895;1193.895;8;10x5M
user;19;53;895;1193.895;8;10x5M
user;19;54;492;1194.492;8;10x5M
user;19;54;492;1194.492;8;10x5M
user;19;55;42;1195.42;8;10x5M
real;5;44;174;344.174;8;10x5M
real;5;44;173;344.173;8;10x5M
real;5;44;172;344.172;8;10x5M
real;5;44;160;344.160;8;10x5M
real;5;44;460;344.460;8;10x5M
real;5;44;461;344.461;8;10x5M
real;5;44;462;344.462;8;10x5M
real;5;44;468;344.468;8;10x5M
real;5;44;750;344.750;8;10x5M
real;5;44;740;344.740;8;10x5M
real;5;44;747;344.747;8;10x5M
real;5;44;741;344.741;8;10x5M
real;5;44;892;344.892;8;10x5M
real;5;45;214;345.214;8;10x5M
real;5;45;57;345.57;8;10x5M
real;5;45;57;345.57;8;10x5M
real;5;45;57;345.57;8;10x5M
real;5;45;57;345.57;8;10x5M
real;5;46;229;346.229;8;10x5M
real;5;46;221;346.221;8;10x5M
